"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,1.32969011857128,0.999926686256414,0.0387173489959843,-0.032258064516129,0.00913768345376902,7.99360577730113e-15,0.344424696527351,0.10806112092346,0.688846720193664,7.35649983487496,16.0132408623567,"dispersed"
"Lambda1","clustered",1,0.640005892565654,0.662074732705399,0.0556362177862181,-0.032258064516129,0.0256661148041295,0.00061587248374706,0.476919734904585,0.180763230069181,0.857142857142857,4.84579753646522,8.90394577470523,"clustered"
"Lambda1","random_1",1,1.39245174240139,0.999926686256414,0.0664122556923457,-0.032258064516129,0.0239934500898154,3.91591418136272e-05,0.421938437728277,0.112886077078474,0.9,7.11195128632402,14.2741502947521,"random"
"Lambda1","random_2",1,1.6148118630794,0.999926686256414,0.124952974258394,-0.032258064516129,0.0243312125805697,1.03813624363625e-10,0.483833933903076,0.119038667999677,0.909090909090909,6.82273864974771,12.7136634583051,"random"
"Lambda1","random_3",1,1.46452638887924,0.906593230943729,0.119943104832102,-0.032258064516129,0.0185460938804271,2.22044604925031e-16,0.45002604819671,0.123743548604863,0.843274042711568,6.6169704521935,13.0862808677046,"random"
"Lambda1","random_4",1,1.3826697572818,0.999926686256414,0.070144885493357,-0.032258064516129,0.0169581981633005,1.55503965260095e-09,0.417189496138792,0.121435639644068,0.870388279778489,6.71633278771256,14.1446016634701,"random"
"Lambda1","random_5",1,1.28624184248355,0.881823559447314,0.087604178219501,-0.032258064516129,0.0197797759110951,1.36258493377284e-09,0.382163485826894,0.115443529372834,0.843274042711568,6.98880788850623,13.9123635719397,"random"
"Lambda1","random_6",1,1.00523590342036,0.839744621477061,0.0358634218329954,-0.032258064516129,0.020482737656358,0.000881652050470638,0.459259179279741,0.136130699176257,0.870388279778489,6.13020751433192,12.5745065587043,"random"
"Lambda1","random_7",1,1.69158351979277,0.999926686256414,0.0656170023868115,-0.032258064516129,0.0170987821251455,1.03986064203809e-08,0.464710033807438,0.131796835859508,0.821583836257749,6.29215014091358,13.1373645683915,"random"
"Lambda1","random_8",1,1.06196543920778,0.927732483266394,0.114643885817455,-0.032258064516129,0.0255176953797386,8.56899284862322e-09,0.478491501632306,0.123439374496329,0.916666666666667,6.62989751831137,12.7143712557142,"random"
"Lambda1","random_9",1,1.81941532218784,0.999926686256414,0.0805657751722563,-0.032258064516129,0.0201856918506971,2.27989889189928e-08,0.512365602347924,0.12169317730569,0.875,6.70509735615416,13.6923206416297,"random"
"Lambda1","random_10",1,1.55828446467858,0.968814810839317,0.147064960943086,-0.032258064516129,0.0237456347127125,4.2854608750531e-14,0.436817884025022,0.140713691531012,0.916666666666667,5.9677839209472,11.3963531598683,"random"
"Lambda1","random_11",1,1.56685162358366,0.999926686256414,0.128142417819745,-0.032258064516129,0.0224523087977857,9.06164032699053e-13,0.434293857900177,0.12040862492303,0.9,6.76151469785756,13.8051444675269,"random"
"Lambda1","random_12",1,1.48441269923806,0.992549978724301,0.0955744673162603,-0.032258064516129,0.0181665914802477,1.96864746726533e-12,0.36511123456787,0.140209496468468,0.843274042711568,5.98523025792844,12.1922218867995,"random"
"Lambda1","random_13",1,1.41783326830792,0.996815211404504,0.0964545873900993,-0.032258064516129,0.023656584630428,5.30178467794684e-08,0.451995473097249,0.121090398282707,0.923076923076923,6.73145361665773,13.5961083786872,"random"
"Lambda1","random_14",1,1.519226099735,0.999926686256414,0.1217957734594,-0.032258064516129,0.0217185564285651,1.31050725826753e-12,0.500611951775017,0.128784163276868,0.909090909090909,6.40985956703845,12.6698652402846,"random"
"Lambda1","random_15",1,1.52818302572496,0.992025886310614,0.124383789487677,-0.032258064516129,0.019355236374029,6.66133814775094e-16,0.407464145261704,0.143204490336266,0.909090909090909,5.88306756039485,11.2454933560403,"random"
"Lambda1","random_16",1,1.12950968789362,0.999926686256414,0.0889259267282903,-0.032258064516129,0.0192619299078433,3.14669623691088e-10,0.362671240376633,0.129918412404407,0.876714007519209,6.36502952904768,12.2810075050403,"random"
