"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,0.427232826866438,0.999926686256414,0.139370016990509,-0.142857142857143,0.0959003921327146,0.00325132667899619,0.554835133742858,0.465813519761763,0.90154624389841,1.87762810505736,2.517194414748,"dispersed"
"Lambda1","clustered",1,0.394227922030399,7.33137435857406e-05,-0.180266932428668,-0.142857142857143,0.0666780349624095,0.574762654181388,0.362758417042022,0.414953063938456,0.850852158023941,2.04882795067951,2.8972502279983,"clustered"
"Lambda1","random_1",1,0.24420573009632,7.33137435857406e-05,-0.113079022320459,-0.142857142857143,0.105029631977801,0.776777382145594,0.402640050110657,0.363927766196413,0.863314364075867,2.25511281500367,3.17252488904606,"random"
"Lambda1","random_2",1,0.683545078694593,0.999926686256414,-0.000799739036566754,-0.142857142857143,0.0877760548182974,0.105574859802125,0.467078724473466,0.345950597913649,0.769580791501669,2.33805041846308,3.40938624677038,"random"
"Lambda1","random_3",1,1.89914962265703,0.999926686256414,0.338784859757093,-0.142857142857143,0.140887819686762,0.000629394191882238,0.536626964533628,0.315865900977359,0.928875123878681,2.49138812234918,3.61825714714281,"random"
"Lambda1","random_4",1,1.45575595274657,0.874479136893158,0.163624215661437,-0.142857142857143,0.121086593938425,0.0113707887489158,0.554355679181082,0.450375304886962,0.906253967112786,1.92649128887522,2.62332894818566,"random"
"Lambda1","random_5",1,0.508424470766678,0.999926686256414,0.285587783512649,-0.142857142857143,0.12776355336946,0.000798193236032585,0.41350834678532,0.412521431801827,0.91297918064969,2.05779840095365,2.82381400778245,"random"
"Lambda1","random_6",1,0.513164083839153,0.999926686256414,0.154929004949753,-0.142857142857143,0.111666582630591,0.00765900719088908,0.54590898205462,0.463681078411795,0.915888788640702,1.88422939030317,2.54729070811815,"random"
"Lambda1","random_7",1,0.131309741750274,7.33137435857406e-05,-0.21915459719009,-0.142857142857143,0.177206319555556,0.666790377330806,0.406103995359368,0.299530394972897,0.965955649201125,2.5833845782885,3.62691645773087,"random"
"Lambda1","random_8",1,0.226284028746238,7.33137435857406e-05,-0.124691629416407,-0.142857142857143,0.120422540272451,0.880095528671396,0.419327881495073,0.421657194017998,0.923546229441853,2.02449622304264,2.58350442067417,"random"
"Lambda1","random_9",1,0.36707861676608,0.968672664838823,0.0653618540423777,-0.142857142857143,0.131385183669887,0.113012201350431,0.431465511442101,0.450149723253171,0.930816105371794,1.92722413208036,2.63043159355005,"random"
"Lambda1","random_10",1,0.684049471199155,0.999926686256414,0.082190126504819,-0.142857142857143,0.0948451013174586,0.017654418369204,0.511627284090852,0.417967945251032,0.857759954970043,2.03781386940504,2.87552706297198,"random"
"Lambda1","random_11",1,2.2356211477877,0.999926686256414,0.0390958482603328,-0.142857142857143,0.0759546674144352,0.0165955772239028,0.404026581003403,0.517124952197187,0.925723534198544,1.73164870898969,2.1729627521125,"random"
"Lambda1","random_12",1,1.02023078597223,0.912936829221635,0.091864912670533,-0.142857142857143,0.117076958259012,0.0449787969547661,0.420638242260267,0.432705010381233,0.903280019875685,1.98563636685787,2.5649124125667,"random"
"Lambda1","random_13",1,0.081913677889285,7.33137435857406e-05,-0.298099596899492,-0.142857142857143,0.104742942892353,0.138306225616793,0.273864085138279,0.543032720460721,0.947805759680133,1.6662400247888,2.04545854201198,"random"
"Lambda1","random_14",1,0.211929859283198,0.953403179135846,-0.112429850931732,-0.142857142857143,0.115552879197355,0.792304560816484,0.492692165649749,0.451320906091914,0.919913063930156,1.9234253855028,2.57730717035526,"random"
"Lambda1","random_15",1,1.88486888681382,0.999926686256414,0.0598780274272868,-0.142857142857143,0.0915601216750855,0.0268129595899043,0.479805216166052,0.440629169732285,0.915410609942324,1.95867001195848,2.63409943717684,"random"
"Lambda1","random_16",1,0.231647946026778,0.996690557671867,0.0120923243042036,-0.142857142857143,0.169470321017329,0.360550698181706,0.416991996186157,0.424674424968741,0.930816105371794,2.01373316947854,2.68257570611747,"random"
"Lambda1","random_17",1,0.390858251385743,0.999926686256414,0.0315149020520564,-0.142857142857143,0.116805049480829,0.135477292302713,0.557836187851257,0.410661654786202,0.883871149035126,2.06471243203114,2.8544951306042,"random"
"Lambda1","random_18",1,0.312954101673052,0.906082516197511,0.135528683216053,-0.142857142857143,0.102546836887744,0.00663320665957357,0.412784328959734,0.496107330399647,0.91975657900611,1.78860827274484,2.35824878224796,"random"
"Lambda1","random_19",1,0.259888220682304,0.410148846578946,-0.033521221994456,-0.142857142857143,0.12781933526819,0.392332941200605,0.398501293459675,0.536327932254217,0.948820958045579,1.68268883510103,2.09625805838885,"random"
"Lambda1","random_20",1,0.243012392594925,0.826855990369269,0.114408611625409,-0.142857142857143,0.118648792440025,0.0301361389854358,0.333227069035914,0.51197426899243,0.950445373467717,1.74526927416194,2.21588328218552,"random"
"Lambda1","random_21",1,0.194452705406651,7.33137435857406e-05,-0.0649086702305875,-0.142857142857143,0.146738988852781,0.595276784925764,0.394155136036637,0.501527751859594,0.96497746116278,1.77356290041455,2.32015811413053,"random"
"Lambda1","random_22",1,0.186193887228311,0.987349527268575,-0.123562148037695,-0.142857142857143,0.0951853373028493,0.839361911101969,0.36999835270506,0.441736017334217,0.908395735290302,1.95496153681142,2.58160668993284,"random"
