"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,4.48942912043645,0.999926686256414,0.480914181152271,-0.032258064516129,0.050697398799224,0,0.327808075971248,0.614164108744405,0.980870766585836,1.59687910968377,2.14917430871674,"dispersed"
"Lambda1","clustered",1,2.65698644815902,0.999398371866127,0.372887953348459,-0.032258064516129,0.0321401550846762,0,0.495255849683709,0.577811184109914,0.953601206917425,1.6920342515885,2.36243029357833,"clustered"
"Lambda1","random_1",1,4.82141675557478,0.999926686256414,0.570419355605426,-0.032258064516129,0.06767629475245,0,0.524103408059838,0.598452658321771,0.992355595493384,1.63665849832306,2.17104993698486,"random"
"Lambda1","random_2",1,5.06663276783751,0.999926686256414,0.558544959982819,-0.032258064516129,0.0644996399901913,0,0.486876655806069,0.609776600967725,0.992166610763208,1.60779179070992,2.16094586247593,"random"
"Lambda1","random_3",1,3.36203174548193,0.999926686256414,0.432368547402842,-0.032258064516129,0.0636287931248865,2.83106871279415e-13,0.403432112144892,0.692873616106748,0.991637145342141,1.42354567053178,1.82083642360598,"random"
"Lambda1","random_4",1,2.49331078903643,0.999470609176063,0.488642783105928,-0.032258064516129,0.0701050661661691,1.08357767203415e-13,0.429375163006307,0.600910326141536,0.995908377112788,1.63030574448597,2.17433233143202,"random"
"Lambda1","random_5",1,3.14725111319134,0.999926686256414,0.39826292163843,-0.032258064516129,0.0593236507837265,3.95239396766556e-13,0.39268585411053,0.687757345487896,0.990832663472302,1.43366107193506,1.8109732018022,"random"
"Lambda1","random_6",1,2.45069652154112,0.999838149016745,0.518083412506361,-0.032258064516129,0.0680367830274373,6.66133814775094e-16,0.443804734561211,0.594712483242135,0.992405897823121,1.64642193833023,2.20028185075939,"random"
"Lambda1","random_7",1,4.42800434264241,0.999293157650032,0.427622718713664,-0.032258064516129,0.0621944683292839,1.42330591756945e-13,0.375857592251546,0.67372131163809,0.993989122557467,1.4621646175265,1.88895624695604,"random"
"Lambda1","random_8",1,1.42172822271527,0.994884777460288,0.468014205912236,-0.032258064516129,0.0681111020242426,2.05835348765504e-13,0.388667656004765,0.626467432274905,0.994047315490655,1.56705345328935,2.06753718492594,"random"
"Lambda1","random_9",1,3.96537061501532,0.999926686256414,0.663245341470492,-0.032258064516129,0.0667709257301645,0,0.419995677637483,0.570497783816196,0.991336721921495,1.71256416237541,2.29770530648265,"random"
"Lambda1","random_10",1,4.11341825631039,0.999926686256414,0.556075868154963,-0.032258064516129,0.0626170455823625,0,0.414442836786408,0.635516081612288,0.992446674367025,1.54581915233002,2.02326855168086,"random"
"Lambda1","random_11",1,3.45814877331931,0.999926686256414,0.532778187892063,-0.032258064516129,0.0631960506625347,0,0.439159084230207,0.617169469828261,0.992509780124591,1.58948921923708,2.06879785754445,"random"
"Lambda1","random_12",1,3.45994290209831,0.999926686256414,0.548640033428206,-0.032258064516129,0.0647882575807805,0,0.344550010165569,0.640311419162385,0.994019695109539,1.53479765223714,1.97304716431172,"random"
"Lambda1","random_13",1,3.7197443637257,0.995281552864936,0.685145054655255,-0.032258064516129,0.0623015705358343,0,0.408866051941012,0.537527396585381,0.988673004318411,1.81166094080492,2.5228042946983,"random"
"Lambda1","random_14",1,4.14658947793168,0.999739166529265,0.632873988789384,-0.032258064516129,0.0658332969756312,0,0.442949707491815,0.580886441688218,0.99198979085481,1.68354776740363,2.30271140821932,"random"
"Lambda1","random_15",1,5.65721740947675,0.999926686256414,0.551570694400279,-0.032258064516129,0.0642479115489848,0,0.458018829380849,0.611883266979788,0.988755366961879,1.602533503197,2.13372233631721,"random"
"Lambda1","random_16",1,2.64675877567185,0.999926686256414,0.577473505579428,-0.032258064516129,0.0665066585747515,0,0.449237754392413,0.591322656117754,0.993658688283531,1.65537199974178,2.18938429886792,"random"
"Lambda1","random_17",1,4.21136660187997,0.999926686256414,0.46532516676404,-0.032258064516129,0.0708723402288513,2.20534701611541e-12,0.517475006615671,0.628687721131998,0.99385304841212,1.56178931302798,2.09242176387371,"random"
