"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,0.591977063689666,0.77429425037787,0.105938637290166,-0.142857142857143,0.0984046563263329,0.0114618731673726,0.26621366834682,0.491290228103609,0.89024678862973,1.80219487644596,2.35967872107185,"dispersed"
"Lambda1","clustered",1,1.50120401016323,0.999926686256414,-0.018505162069446,-0.142857142857143,0.0649251794264737,0.0554527152878017,0.42104921832099,0.411182502516495,0.812050015495894,2.06277141428465,2.96372350817896,"clustered"
"Lambda1","random_1",1,0.841719234223417,0.859377646321896,0.104669685021818,-0.142857142857143,0.0977735272986001,0.0113532289289018,0.46719375291198,0.559118691421684,0.927673198284596,1.62805767242865,2.01521413232085,"random"
"Lambda1","random_2",1,0.531844849832844,0.999926686256414,0.188859093409238,-0.142857142857143,0.119978919508929,0.00569598602346955,0.516143984112782,0.554685071888852,0.951755190505233,1.63840570319218,1.97401985411035,"random"
"Lambda1","random_3",1,1.13576609618581,0.83165202299229,0.330649007655332,-0.142857142857143,0.160715678204321,0.00321667950276527,0.460864564700165,0.405511370482151,0.939602397857415,2.08410423840294,2.81815511839089,"random"
"Lambda1","random_4",1,1.80018568152203,0.999926686256414,0.286275740605,-0.142857142857143,0.145947229723553,0.00327863832978514,0.572401905760167,0.436762291647202,0.936791986364592,1.97173709993773,2.67456044389953,"random"
"Lambda1","random_5",1,0.511554549648657,0.746982314002391,0.132592833409474,-0.142857142857143,0.104936060131286,0.00866663850880545,0.526223052533528,0.409059187644103,0.928833678883686,2.07070724256195,2.72948498619149,"random"
"Lambda1","random_6",1,1.2918470910525,0.879052938675604,0.265691929621745,-0.142857142857143,0.157771142097992,0.00961141842314461,0.310548265324581,0.40584601176521,0.917400470742301,2.08283319173501,2.73324984070517,"random"
"Lambda1","random_7",1,0.655716409452016,0.663197550378047,-0.0131487921396754,-0.142857142857143,0.0898830959786112,0.148998398597771,0.503570467543275,0.472553371152795,0.861762156147276,1.85706470208061,2.46223184748689,"random"
"Lambda1","random_8",1,0.260025377993872,0.755865198989359,-0.0652638393610088,-0.142857142857143,0.112210445308019,0.489252609225576,0.376180060599708,0.495623786470012,0.907056437862756,1.78996284832111,2.22265530358597,"random"
"Lambda1","random_9",1,1.2317455141993,0.999926686256414,0.0642949382612266,-0.142857142857143,0.0986261951586994,0.0356957893581351,0.693927371653871,0.527920156463383,0.927871967561657,1.70378029193119,2.11798783023436,"random"
"Lambda1","random_10",1,1.01946946438123,0.871784368448856,0.193760974284022,-0.142857142857143,0.144726726840312,0.0200245411565105,0.294488370494563,0.397422071817901,0.928452553498665,2.11530836614643,2.80911280538234,"random"
"Lambda1","random_11",1,0.573906332771006,0.999926686256414,0.147040300865106,-0.142857142857143,0.149900698854083,0.0531217471524574,0.502102023128599,0.354056737482204,0.935987403370906,2.29990987991053,3.27242727453877,"random"
"Lambda1","random_12",1,0.475656002089223,0.917030619038042,0.0770682868538978,-0.142857142857143,0.134745393858209,0.102646741842074,0.316328836906283,0.450788023944665,0.938207406736237,1.925151937165,2.56670845032419,"random"
"Lambda1","random_13",1,1.41929245183831,0.858170774016005,0.251882706335998,-0.142857142857143,0.131071185979493,0.00259836486463194,0.509401587528213,0.419984822222513,0.911234398999344,2.03051160674453,2.5806710212418,"random"
"Lambda1","random_14",1,1.07051094534085,0.992527774292105,-0.00316619361474636,-0.142857142857143,0.0613627367746904,0.0228173876739159,0.410885954826775,0.598562824017871,0.918034601826957,1.5414437079084,1.82297845323436,"random"
"Lambda1","random_15",1,1.65738787640969,0.868703088716693,0.186150209431135,-0.142857142857143,0.113266219610915,0.0036757452749554,0.588189406771749,0.426075329298227,0.914589603558378,2.00877467676874,2.66509472633467,"random"
"Lambda1","random_16",1,1.30863466197131,0.941204976412322,0.104430746401619,-0.142857142857143,0.0985738454373784,0.0121191370939169,0.423989684747532,0.546448594275265,0.937293403969246,1.65798292585169,1.98721280566742,"random"
"Lambda1","random_17",1,0.36347684527203,0.999926686256414,0.0061640348869279,-0.142857142857143,0.142123546888734,0.294393272474019,0.437999080336217,0.342406209500233,0.926205342172102,2.35512765863159,3.31989710264322,"random"
"Lambda1","random_18",1,0.772017764275163,0.999926686256414,0.163593185697585,-0.142857142857143,0.135284471973854,0.0234986216182598,0.526495925357085,0.420441550822297,0.935987403370906,2.0288652462374,2.57800918762873,"random"
"Lambda1","random_19",1,1.16369918073248,0.999184717322208,-0.00362146136192699,-0.142857142857143,0.108893328457818,0.201022834976665,0.426658307992031,0.525385418812263,0.91426019952959,1.71024296926262,2.18980869876476,"random"
"Lambda1","random_20",1,0.963344153275588,0.775176421397354,0.179678580985485,-0.142857142857143,0.112740417954526,0.00422479726643443,0.337285132100164,0.477441887605295,0.929207259325266,1.84242935541126,2.43122425539719,"random"
"Lambda1","random_21",1,0.647343857308865,0.593985937874957,-0.0985546611857874,-0.142857142857143,0.069940738063594,0.526453626451761,0.349263080507544,0.547925003253132,0.898321650330256,1.65443931823145,2.07103770322279,"random"
"Lambda1","random_22",1,0.588347483686373,0.999926686256414,0.0378364920271262,-0.142857142857143,0.120379663675698,0.133347483681098,0.341325323109374,0.48035346362878,0.904505396214866,1.83382171446236,2.40032918481533,"random"
"Lambda1","random_23",1,0.334945483538708,0.348389441688674,-0.0398430760733135,-0.142857142857143,0.140193472082425,0.462461726393814,0.433725955262328,0.459137308192545,0.909201168632099,1.89845129114456,2.33710917587855,"random"
"Lambda1","random_24",1,0.962840906288056,0.740645256723569,-0.0639124967748214,-0.142857142857143,0.0728092359730726,0.278246467656395,0.339740024070822,0.477191490626954,0.861517098087258,1.84317339179565,2.45125078140928,"random"
"Lambda1","random_25",1,0.492049594318955,0.513087504715645,-0.13099037920023,-0.142857142857143,0.0978109729241014,0.903434855105835,0.415523833077461,0.521325447959883,0.893590078255518,1.72069722792838,2.21344638251946,"random"
"Lambda1","random_26",1,0.476828565478851,0.795058289687982,0.165394643772055,-0.142857142857143,0.144159899716926,0.0324953998126336,0.309997326951182,0.457533433421383,0.943335698475584,1.90352278668505,2.52252821481917,"random"
"Lambda1","random_27",1,1.58672829997165,0.827579587357915,0.330266037670564,-0.142857142857143,0.134521662229437,0.000436325521782965,0.671072816574459,0.356225978019774,0.922115909504874,2.28991343335571,3.15472482426964,"random"
"Lambda1","random_28",1,1.11852754252524,0.999926686256414,0.0275089484104578,-0.142857142857143,0.0966426749062761,0.0779265742572954,0.384634813176535,0.552443241518102,0.916303667265393,1.64368835188268,2.04823534418385,"random"
"Lambda1","random_29",1,0.392117186522359,0.999926686256414,0.117702374491253,-0.142857142857143,0.120740746966878,0.0309271972781664,0.459357522774559,0.446012086154536,0.931097723971024,1.94076560049715,2.59984749821302,"random"
"Lambda1","random_30",1,0.946222461229902,0.662542981099441,0.231287603405389,-0.142857142857143,0.155639433574372,0.0162203227454965,0.540485073283866,0.400261929823974,0.935206127127151,2.10424785345027,2.74304787298542,"random"
"Lambda1","random_31",1,0.718529217576568,0.999926686256414,0.101597320981997,-0.142857142857143,0.119421064647111,0.0406584590417571,0.4600370613622,0.551244157682796,0.941074076482785,1.64652787996236,2.04383060826485,"random"
"Lambda1","random_32",1,0.684265173152462,0.940420212732832,0.107480999459764,-0.142857142857143,0.104703275239931,0.0168057827403898,0.466003498780062,0.405264822978951,0.877722742664914,2.08504167701773,2.86374727489374,"random"
"Lambda1","random_33",1,0.817840949031095,0.999926686256414,-0.0302988935642249,-0.142857142857143,0.119014913297294,0.344276563356964,0.448036659722644,0.474804143780785,0.933269993956972,1.85029751350935,2.44556270026826,"random"
"Lambda1","random_34",1,0.68860184019956,0.338155905981322,-0.0226104038818063,-0.142857142857143,0.100935045310452,0.233524871955423,0.472028789771615,0.353695511165319,0.9028724520794,2.30158299144937,3.18061641626011,"random"
"Lambda1","random_35",1,1.11684851337555,0.999926686256414,0.368722639429217,-0.142857142857143,0.147292038000406,0.000514225923688549,0.520558428740083,0.508808321706985,0.951755190505233,1.75374821131814,2.25404922502956,"random"
"Lambda1","random_36",1,0.982189295460129,0.74826068329087,0.0456287525192863,-0.142857142857143,0.101154798658735,0.062414288943728,0.524898691725188,0.476258192234461,0.921516227307174,1.84595192216979,2.43953332995454,"random"
"Lambda1","random_37",1,2.6763095492745,0.999926686256414,0.246443590371792,-0.142857142857143,0.131573205309647,0.00308824743384606,0.46319689818288,0.515658543236689,0.972965124359498,1.73550481331176,2.13267713762198,"random"
"Lambda1","random_38",1,2.3690197514072,0.999926686256414,0.420114577599292,-0.142857142857143,0.151791639783971,0.000208206524117571,0.600357186326347,0.446773328789792,0.949633959852722,1.93825997436149,2.6152674988323,"random"
"Lambda1","random_39",1,1.09150579398772,0.999926686256414,0.0575147287388035,-0.142857142857143,0.0984167507156596,0.0417550824438129,0.432199150251977,0.467257595210407,0.91426019952959,1.87318396286734,2.51878195064078,"random"
"Lambda1","random_40",1,0.458897827060386,0.347010382761024,0.036796221640983,-0.142857142857143,0.133843822921744,0.179511333400424,0.292521814329509,0.401323927715765,0.885944824993921,2.10014130343408,2.78815915286239,"random"
"Lambda1","random_41",1,2.42779226900053,0.999926686256414,0.501812511872742,-0.142857142857143,0.203356795418059,0.00152365136847465,0.572250431737275,0.439202006652487,0.97574941875707,1.96347251618667,2.63062914082864,"random"
"Lambda1","random_42",1,1.18993869039205,0.999926686256414,0.353550234799263,-0.142857142857143,0.158672101126823,0.00175694570573959,0.59406985143306,0.402428975076145,0.94860871588679,2.09588527063321,2.81923278062391,"random"
"Lambda1","random_43",1,2.00858724731431,0.999926686256414,0.252078870665738,-0.142857142857143,0.120751342147467,0.00107298620865315,0.496179946307023,0.472151773227165,0.9331046967061,1.85827735658466,2.39828471778157,"random"
"Lambda1","random_44",1,0.372684892442509,7.33137435857406e-05,-0.0607151331309635,-0.142857142857143,0.0796194174159462,0.302220583122318,0.283635335220147,0.479798670068049,0.878870752366502,1.83545567090763,2.42851542524905,"random"
"Lambda1","random_45",1,1.31283421599466,0.999926686256414,-0.0270365923633373,-0.142857142857143,0.109419402524308,0.289827080523902,0.416251934051011,0.494142330800311,0.919133492997372,1.7941257255602,2.3024128774196,"random"
"Lambda1","random_46",1,0.480571559726505,0.52783204372304,-0.00425268668053443,-0.142857142857143,0.108791451416208,0.202649906963817,0.355426196082748,0.540146766969844,0.93332923124671,1.67328052799382,2.09882521974397,"random"
"Lambda1","random_47",1,0.352946669417566,0.616012085808776,-0.00870066478092763,-0.142857142857143,0.132519665356028,0.311370033225943,0.458285537685503,0.460996988031944,0.918955265769895,1.89260466128542,2.42070339117496,"random"
"Lambda1","random_48",1,0.655928695117374,0.999926686256414,0.168041610258479,-0.142857142857143,0.130296148434776,0.0170284352143144,0.543801209088384,0.447308830587505,0.907056437862756,1.93650124588949,2.64337021945514,"random"
"Lambda1","random_49",1,0.879192458456322,0.808993165879892,0.0112106057606501,-0.142857142857143,0.121436158562836,0.204543104584912,0.342996876136764,0.469754114928252,0.922210584639895,1.86555034425681,2.52055449740351,"random"
"Lambda1","random_50",1,1.55933757155925,0.999926686256414,0.177175232396124,-0.142857142857143,0.102456505854024,0.00178657687142292,0.439252526428726,0.48536621289885,0.908989898270217,1.81918919821414,2.38696878406626,"random"
"Lambda1","random_51",1,0.41076776716418,0.475728802808911,0.0356293606459624,-0.142857142857143,0.14210010307117,0.209093584361959,0.298214138602253,0.444832440143366,0.885944824993921,1.94466122237895,2.4358375798243,"random"
"Lambda1","random_52",1,1.42652256425353,0.841783375372283,0.332157284270235,-0.142857142857143,0.131211979617345,0.000294368289059044,0.413488596441497,0.383375358121815,0.927348307699664,2.17177225034765,3.10227604877329,"random"
"Lambda1","random_53",1,0.494713651510516,0.322902587559039,0.00886539625877785,-0.142857142857143,0.102083544512,0.137210750451805,0.460035661588681,0.460560531271635,0.921266842045376,1.89397359715593,2.39952242500341,"random"
"Lambda1","random_54",1,0.779775243053918,0.838534006333039,0.0159716155716696,-0.142857142857143,0.0750604902733569,0.0343439452933827,0.416213483973335,0.560198852121488,0.912080654066471,1.6255563582697,1.97417840178665,"random"
"Lambda1","random_55",1,0.792312973799705,0.999926686256414,0.00654026677443875,-0.142857142857143,0.138266839387647,0.27991929814501,0.505473567915932,0.427619096420579,0.937674732097242,2.00333872678748,2.81819467578172,"random"
"Lambda1","random_56",1,2.10685425496914,0.999926686256414,0.310976108509288,-0.142857142857143,0.146031945991174,0.00188506671399624,0.61527588620898,0.437152291462276,0.93985205300806,1.97041129890959,2.7232376221468,"random"
"Lambda1","random_57",1,0.894999260838918,0.663147995545293,0.177302172615263,-0.142857142857143,0.137053311974333,0.0194901848830478,0.542538643810919,0.353082300113706,0.915393857908263,2.30442881495981,3.14003953420597,"random"
"Lambda1","random_58",1,0.646158682761267,0.598653585222105,0.0797987932783099,-0.142857142857143,0.138619918984446,0.108222649442509,0.41898594978747,0.391744986431766,0.921516227307174,2.13777140090574,2.89366914048211,"random"
"Lambda1","random_59",1,0.494333494849298,0.479326926481763,-0.0175671827543214,-0.142857142857143,0.125620650131123,0.318586136134153,0.602848399152437,0.493818917015362,0.915393857908263,1.79503709168207,2.3516837787697,"random"
"Lambda1","random_60",1,0.282950177414095,0.0907921272036253,-0.155286830712813,-0.142857142857143,0.094291933932337,0.895125617256476,0.457847943793972,0.521887334494574,0.925194719398716,1.71924277943637,2.18737183297961,"random"
"Lambda1","random_61",1,1.48539970028366,0.84733622903811,0.155507983447129,-0.142857142857143,0.125344988763796,0.0172961329354704,0.391975097293332,0.450276838179069,0.916404497698391,1.92681110743404,2.60719475075348,"random"
"Lambda1","random_62",1,1.16327212879917,0.824470514049416,0.0816165202382045,-0.142857142857143,0.0840641147512498,0.00757908679186126,0.453069991565308,0.369785830840923,0.808428550101423,2.2293432300708,3.2815202310986,"random"
"Lambda1","random_63",1,1.2038413517263,0.75336302849135,0.13448731459905,-0.142857142857143,0.0790435996488344,0.000450213018938772,0.437574483706352,0.436840214975467,0.892719194170881,1.97147205764417,2.75315298634875,"random"
"Lambda1","random_64",1,1.52934017277239,0.935959212908991,0.0990058591881766,-0.142857142857143,0.110856332277505,0.0291265237302345,0.372068313756001,0.524929711760426,0.923383930651893,1.71141006288846,2.18789103841939,"random"
"Lambda1","random_65",1,0.638148955865963,0.803959067429801,0.130480454243184,-0.142857142857143,0.137609385607013,0.0469967370106779,0.309688210065693,0.342871411863592,0.910731351505496,2.35287205528655,3.37349947986219,"random"
"Lambda1","random_66",1,1.69141689943491,0.999926686256414,0.185924851520773,-0.142857142857143,0.108854368585713,0.00252454381841072,0.410798473081624,0.431996975786426,0.89756558835514,1.98808202949618,2.55906132929282,"random"
"Lambda1","random_67",1,0.588722868352078,0.670429025806094,0.160988413221357,-0.142857142857143,0.10938845480925,0.00547493801379839,0.519787513768123,0.509040684480463,0.932558233822582,1.75312310446661,2.25993621375062,"random"
"Lambda1","random_68",1,1.43417091153561,0.999926686256414,-0.0498608027162893,-0.142857142857143,0.100182009754493,0.353265533835547,0.503910271808123,0.5445057014998,0.946731599431865,1.66266936340781,2.08154531111111,"random"
"Lambda1","random_69",1,0.420080630805465,0.827707811689586,0.0543223482246098,-0.142857142857143,0.125394672533079,0.115841350391296,0.314004586776052,0.499941050632072,0.938207406736237,1.77794081320223,2.27252246143245,"random"
