"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,1.14450804139655,0.999926686256414,0.0139684498842734,-0.032258064516129,0.00985889660616431,2.74795468446776e-06,0.407334169821608,0.163090686618804,0.693375245281536,5.28418051571324,13.1079379676082,"dispersed"
"Lambda1","clustered",1,0.676633231859852,0.999926686256414,0.0466999806033707,-0.032258064516129,0.024591629801999,0.00132380256346276,0.571272363566123,0.370416166762563,0.909090909090909,2.56350663720942,4.90566866562168,"clustered"
"Lambda1","random_1",1,1.38990908384969,0.999926686256414,0.116000563066729,-0.032258064516129,0.0234836474270591,2.73198574873845e-10,0.430329812658703,0.223402489585648,0.909090909090909,4.03761177840987,8.70730632279686,"random"
"Lambda1","random_2",1,0.852225937720012,0.850453850915112,0.0835579748388651,-0.032258064516129,0.0183014895465194,2.47988962698287e-10,0.411202169260964,0.20844664109885,0.858116330321033,4.28848310995334,9.68288863896447,"random"
"Lambda1","random_3",1,0.612752332552414,0.741560224103827,0.042836798055533,-0.032258064516129,0.0255604901952792,0.00330414468706119,0.360973962455932,0.182092844104611,0.923076923076923,4.8157391594852,10.747309693655,"random"
"Lambda1","random_4",1,0.748249330616152,0.999926686256414,0.037102391186052,-0.032258064516129,0.0283774322698745,0.0145169000892218,0.449814258985899,0.180221401354848,0.928571428571429,4.85815445876046,10.2114915737756,"random"
"Lambda1","random_5",1,0.725625473775602,0.967938175611579,0.0385326310379998,-0.032258064516129,0.0249023323434898,0.00447284470459142,0.446326181240448,0.197137828038597,0.923076923076923,4.49989776634675,10.0280695098152,"random"
"Lambda1","random_6",1,0.927843596739276,0.999926686256414,0.0870903068990067,-0.032258064516129,0.0223914744216889,9.81689955992238e-08,0.447500523095422,0.149583431735987,0.909090909090909,5.67669143617772,10.5697214875054,"random"
"Lambda1","random_7",1,1.22949315737021,0.999926686256414,0.139684182381002,-0.032258064516129,0.0257188334250025,2.30200303263928e-11,0.4274588776737,0.160375227347162,0.909090909090909,5.35866907807767,11.3291731537988,"random"
"Lambda1","random_8",1,0.947383146235294,0.999926686256414,0.0521306077119974,-0.032258064516129,0.0213329404435038,7.62815542960649e-05,0.439074551259275,0.20432997450907,0.888888888888889,4.36310334524639,9.94858182899848,"random"
"Lambda1","random_9",1,0.673127801883006,0.770878140494559,0.0162447110880632,-0.032258064516129,0.0199766873943385,0.0151836454635355,0.344221317608532,0.187360525289735,0.923076923076923,4.70023082029902,10.2902338281301,"random"
"Lambda1","random_10",1,0.832850654385208,0.999926686256414,0.0437311335251364,-0.032258064516129,0.0269927837496825,0.00487518700468526,0.488514253194887,0.168836204250107,0.933333333333333,5.13320479419574,11.2496388711443,"random"
"Lambda1","random_11",1,0.985961282705246,0.886968170680582,0.0723419242228072,-0.032258064516129,0.0226688733816728,3.94505617529184e-06,0.427366651497034,0.187662555493553,0.9375,4.69377571084824,9.92077857291743,"random"
"Lambda1","random_12",1,0.66056434419546,0.731436710599012,0.0292618521123065,-0.032258064516129,0.0263840691144882,0.0197161143384481,0.400463390392784,0.162990473442296,0.916666666666667,5.28689267182082,10.6882722445016,"random"
"Lambda1","random_13",1,1.06719237413571,0.983096779254873,0.0745310148087414,-0.032258064516129,0.0263190699514402,4.96052300853478e-05,0.410312091398284,0.136691011562711,0.909090909090909,6.10987694324191,11.6580716408079,"random"
"Lambda1","random_14",1,0.663637971583707,0.539616167634036,0.0349037320196636,-0.032258064516129,0.0181271618025259,0.000211360275427674,0.433465513791078,0.182792254441301,0.848668424791506,4.80007688210158,10.5235767700712,"random"
"Lambda1","random_15",1,0.65050377994609,0.898774850295466,0.0583081126811396,-0.032258064516129,0.0190241221372508,1.93021214833777e-06,0.385239065797538,0.207018793802412,0.875,4.31407396339983,9.43023893195882,"random"
"Lambda1","random_16",1,1.11317108671318,0.999926686256414,0.0853383173984525,-0.032258064516129,0.0240252520762574,9.84562086969731e-07,0.459063553138767,0.166120931857381,0.928571428571429,5.20346449667778,11.0004106591471,"random"
"Lambda1","random_17",1,0.659836318256298,0.493964634195793,0.0173383114117224,-0.032258064516129,0.0197385622532603,0.0119823377317332,0.37179717185839,0.188338612787382,0.9,4.67939081011579,9.75242180806474,"random"
"Lambda1","random_18",1,0.880141035364616,0.999926686256414,0.0444343610238195,-0.032258064516129,0.0206432187710082,0.000203092084636536,0.46839424206649,0.144546396941429,0.857142857142857,5.8384163838757,11.3821905847785,"random"
"Lambda1","random_19",1,0.960900796865796,0.97586329894297,0.0505052031889421,-0.032258064516129,0.0236381433771912,0.000463065176423028,0.495617285383685,0.211207106548132,0.916666666666667,4.23985927844961,9.22805522329695,"random"
