"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,0.205199972679621,0.992141532253174,0.184637417442398,-0.032258064516129,0.0536184025369605,5.22854662783345e-05,0.347255962296504,0.591199289491315,0.983679690785703,1.6556995564829,2.28287352173723,"dispersed"
"Lambda1","clustered",1,0.547140391656214,0.999926686256414,0.20254561476184,-0.032258064516129,0.0321414531278732,2.76667577736589e-13,0.554868156939217,0.572745863828555,0.954475364731738,1.70620059830096,2.40136744924299,"clustered"
"Lambda1","random_1",1,0.266060204698382,0.999926686256414,0.304810208801991,-0.032258064516129,0.05433657080407,5.52769163775224e-10,0.48725263811347,0.679229657865371,0.991477485490785,1.4508445220403,1.84294025727685,"random"
"Lambda1","random_2",1,0.206057790053656,0.999926686256414,0.392612363375648,-0.032258064516129,0.076391209078953,2.67050244140421e-08,0.439187318619987,0.568188399715895,0.994544562883521,1.71915087523481,2.38766981596879,"random"
"Lambda1","random_3",1,0.206983763103662,0.980216274601336,0.328120990132211,-0.032258064516129,0.063640077611329,1.48949670375487e-08,0.445586861735294,0.625513980977437,0.992319332433129,1.56932492280295,2.05151440448552,"random"
"Lambda1","random_4",1,0.178741002510372,0.999926686256414,0.388230501492726,-0.032258064516129,0.0717267190312325,4.56306814555774e-09,0.41082971690806,0.633328083602316,0.994287387828095,1.55090076233442,2.05843847234269,"random"
"Lambda1","random_5",1,0.238934524666136,0.998186733733283,0.236695081251025,-0.032258064516129,0.0631787935596182,2.0717337689824e-05,0.468759756161264,0.603466048578688,0.991266918484071,1.62375162944648,2.23625419167086,"random"
"Lambda1","random_6",1,0.389395514782053,0.999926686256414,0.421395057857916,-0.032258064516129,0.0661573257097962,7.02304880917382e-12,0.441935486488291,0.495326529522247,0.99307123033959,1.95657355461188,2.88982409391085,"random"
"Lambda1","random_7",1,0.177195630212685,0.993616114161881,0.239708461532276,-0.032258064516129,0.0700988794211781,0.000104561436456985,0.523929424145248,0.573594462018694,0.991562909610743,1.70381077788044,2.28544664625134,"random"
"Lambda1","random_8",1,0.090747071739207,0.998521502298862,0.189007919762703,-0.032258064516129,0.0634772238890421,0.000490752157471741,0.390890806379533,0.645184549798605,0.993133117540457,1.5237572049705,2.0212520153971,"random"
"Lambda1","random_9",1,0.289858704877059,0.999926686256414,0.396297223808441,-0.032258064516129,0.0688198897551637,4.74841721498365e-10,0.523535925540362,0.6692014442219,0.99333695603467,1.47158610248684,1.84679465174864,"random"
"Lambda1","random_10",1,0.153710754507959,0.995750716494271,0.329485910356655,-0.032258064516129,0.0712998078139516,3.9043777610992e-07,0.481411346395692,0.644601177202908,0.993545481094282,1.52507050342472,1.97205567070961,"random"
"Lambda1","random_11",1,0.186605911525167,0.999926686256414,0.287533691772786,-0.032258064516129,0.0709422411820299,6.55105791391719e-06,0.567786056227897,0.631141634721945,0.993505642251703,1.55601225882631,2.07625662652631,"random"
"Lambda1","random_12",1,0.211155355312931,0.999926686256414,0.437462176359239,-0.032258064516129,0.0715696988096468,5.26947374623887e-11,0.439900391713791,0.641926648545382,0.992231531522772,1.53112054384708,1.9808282314335,"random"
