"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,1.12400957435217,0.999926686256414,-0.0660464565969774,-0.142857142857143,0.0469918387229224,0.1021426295794,0.329773066003365,0.133556294578036,0.597614304667197,4.13459328700383,5.95199433143397,"dispersed"
"Lambda1","clustered",1,0.78190492640966,0.390695682655911,-0.0250101089543292,-0.142857142857143,0.0634860558660523,0.0634155923681381,0.625495814161342,0.209853487774508,0.75,3.2402117872389,4.56689791873142,"clustered"
"Lambda1","random_1",1,1.53475092278155,0.999926686256414,0.0789611636001212,-0.142857142857143,0.0916115098595815,0.0154654067835847,0.601372104104301,0.210411865599145,0.730296743340221,3.23509030087635,4.63978028553674,"random"
"Lambda1","random_2",1,0.999124264016048,0.951808928787058,-0.0257606434901056,-0.142857142857143,0.0795745899508414,0.141147490683401,0.411668921064854,0.183832200977377,0.670820393249937,3.49829942245083,4.79617447987914,"random"
"Lambda1","random_3",1,0.791263318702192,0.925712404449887,-0.132079114683274,-0.142857142857143,0.0847356882167848,0.898785387254621,0.457098972325654,0.247730306796687,0.8,2.92599555840833,3.93760254173286,"random"
"Lambda1","random_4",1,1.24049867558324,0.999926686256414,-0.00974781108039667,-0.142857142857143,0.0725979274453136,0.06672613692812,0.444343487253507,0.143124039904397,0.666666666666667,3.99626692854856,5.62426767348002,"random"
"Lambda1","random_5",1,1.52362472425234,0.999926686256414,0.0991762799833423,-0.142857142857143,0.100767793545856,0.0163104940474508,0.785639742977592,0.170240998968254,0.833333333333333,3.65015626152924,4.99603489294211,"random"
"Lambda1","random_6",1,1.40761779272988,0.999926686256414,0.0557263365557987,-0.142857142857143,0.0834399680111764,0.0173146902152292,0.722082981319047,0.210046700990257,0.833333333333333,3.23843778633176,4.55156064796523,"random"
"Lambda1","random_7",1,1.56873805511941,0.999926686256414,0.110062886446372,-0.142857142857143,0.0797898045366668,0.0015252871903193,0.595087210151142,0.24978628623597,0.833333333333333,2.91067431205151,4.5545598313126,"random"
"Lambda1","random_8",1,0.965238016996806,0.619235257074209,-0.0641958602643777,-0.142857142857143,0.0578879285342237,0.174192642329633,0.396322347500285,0.289653525037484,0.75,2.64237908493758,3.77568745698273,"random"
"Lambda1","random_9",1,1.1210133171189,7.33137435857406e-05,-0.118607624053577,-0.142857142857143,0.056242565705857,0.666352370102278,0.486846061809914,0.184657095589254,0.617213399848368,3.489488421262,5.08064516129032,"random"
"Lambda1","random_10",1,1.0710455833933,0.877690538936671,-0.0984530876624131,-0.142857142857143,0.087899374020266,0.613440011173475,0.429171927295634,0.197408619246704,0.8,3.35871918406046,4.61235757973247,"random"
"Lambda1","random_11",1,0.759530672304135,0.654018277193139,0.00674308740723953,-0.142857142857143,0.0957937496435197,0.118360815791122,0.371405346177916,0.28198750410958,0.9,2.6900589451152,3.91038696537678,"random"
"Lambda1","random_12",1,1.25247605742555,0.999926686256414,-0.014309410661538,-0.142857142857143,0.109969765519602,0.242428998764958,0.379163855076917,0.215385031017323,0.857142857142857,3.190180347827,4.44828303587752,"random"
"Lambda1","random_13",1,1.01878428625355,0.999926686256414,-0.0997345269996336,-0.142857142857143,0.0635959485141974,0.497726203939829,0.405191297194456,0.194730927791401,0.833333333333333,3.3853599763214,5.02705533251876,"random"
"Lambda1","random_14",1,0.510409767289408,0.0417916816976036,-0.122768766640003,-0.142857142857143,0.124533569135888,0.87185009384521,0.408608460593349,0.162266396840133,0.843274042711568,3.7455554690766,4.97437964189072,"random"
"Lambda1","random_15",1,1.23140789444278,0.999926686256414,-0.0391092835870398,-0.142857142857143,0.0731456675209668,0.156081816750526,0.390869204309964,0.16976450356078,0.714285714285714,3.65571980044317,5.1464957003129,"random"
"Lambda1","random_16",1,0.935898813799162,7.33137435857406e-05,-0.0871480319280265,-0.142857142857143,0.0628615136917364,0.375499157496931,0.42664764855299,0.158866594050637,0.666666666666667,3.78776013637419,5.34075104311544,"random"
"Lambda1","random_17",1,2.11673178950008,0.999926686256414,0.277354571433934,-0.142857142857143,0.114954132565391,0.00025670834450886,0.79563638406159,0.201916438954597,0.857142857142857,3.31480485497636,4.68504119994423,"random"
"Lambda1","random_18",1,1.18531146019834,0.999926686256414,0.0488566319403931,-0.142857142857143,0.093976744133898,0.0413490361753803,0.408625746637596,0.174587611692715,0.833333333333333,3.60017649205681,4.77894986369563,"random"
"Lambda1","random_19",1,1.73249023069275,0.999926686256414,0.0411215870195679,-0.142857142857143,0.0963308722452594,0.0561509069572947,0.44861489924354,0.370363817743974,0.9,2.22683255477048,3.10095916147533,"random"
"Lambda1","random_20",1,0.436193690374518,7.33137435857406e-05,-0.189301897762181,-0.142857142857143,0.119444762777238,0.697395417326616,0.299593898957311,0.212749107931405,0.843274042711568,3.21382748566114,4.22292304290652,"random"
"Lambda1","random_21",1,0.557274804681117,7.33137435857406e-05,-0.131505332921835,-0.142857142857143,0.0784805744907641,0.884991294354308,0.321302824236434,0.259180292401694,0.843274042711568,2.84266350003292,4.3815609310817,"random"
"Lambda1","random_22",1,1.10600547300684,0.999926686256414,-0.0805985827937663,-0.142857142857143,0.0830225915503361,0.453315524613482,0.586296477692221,0.22153568692839,0.755928946018454,3.13633268670457,4.2015172145497,"random"
"Lambda1","random_23",1,0.989014808092948,0.701666812103412,-0.015421416428375,-0.142857142857143,0.0960547372315293,0.184608262952324,0.408818979100409,0.172443298525893,0.771516749810459,3.6246607770167,4.86897717666948,"random"
"Lambda1","random_24",1,1.03623510102585,0.811804835638748,-0.132878931121254,-0.142857142857143,0.077407526002594,0.897432875489426,0.370357437048766,0.162429425307761,0.771516749810459,3.74355527571006,5.14613911933631,"random"
"Lambda1","random_25",1,1.44485365992309,0.999926686256414,0.202961936217981,-0.142857142857143,0.15757273254088,0.0281877656117879,0.671776722585052,0.202055603453119,0.833333333333333,3.31346740612798,4.36628259551243,"random"
"Lambda1","random_26",1,1.33425432501767,0.978434235621944,0.111419832679619,-0.142857142857143,0.0739752089256826,0.000587486096426781,0.392215458438428,0.248276973748005,0.8,2.92190605303517,4.44733678207829,"random"
"Lambda1","random_27",1,1.00098563964197,0.999926686256414,-0.061394830244911,-0.142857142857143,0.0869819175099041,0.348993644641992,0.38629472474147,0.172943397507031,0.888888888888889,3.61892079582646,4.87178798700427,"random"
