"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,0.365799584350611,0.461083564968515,-0.168435576185552,-0.142857142857143,0.10259855783494,0.803124111088092,0.424716499388665,0.458496230160747,0.898901437376092,1.90047515177593,2.56422631321939,"dispersed"
"Lambda1","clustered",1,0.533700985271452,7.33137435857406e-05,-0.0985439743738517,-0.142857142857143,0.0537325488183461,0.409542613660341,0.703216776989177,0.379961804206355,0.778699578283618,2.18595203803572,3.21156338793507,"clustered"
"Lambda1","random_1",1,0.769761692001491,0.706709479797841,0.188516989894591,-0.142857142857143,0.145397998920522,0.0226621215804879,0.514960559271595,0.458102242313296,0.944880602046047,1.90172109972626,2.58629885363588,"random"
"Lambda1","random_2",1,0.780293421791362,0.708020848276184,-0.02440373871057,-0.142857142857143,0.0671154575060373,0.0775772346988992,0.629987569161069,0.538520256204497,0.892835580892428,1.67727480311356,2.12913572582815,"random"
"Lambda1","random_3",1,0.842977554998101,0.884813566957419,-0.130539515834697,-0.142857142857143,0.0859075038108466,0.885988155015026,0.497321806066876,0.580895902837557,0.923043618495144,1.57907058167909,1.90455936318992,"random"
"Lambda1","random_4",1,0.333596182468199,0.696464792879252,-0.206431604023823,-0.142857142857143,0.157441643509282,0.686362012819926,0.351775077185783,0.455768545854599,0.948061573608411,1.90913481397132,2.49808111813696,"random"
"Lambda1","random_5",1,0.920989794659786,0.923889747516886,0.0214563456753514,-0.142857142857143,0.115239947198816,0.153915127567778,0.327184412021842,0.511440646725977,0.943194172350064,1.74669265440329,2.21991248056623,"random"
"Lambda1","random_6",1,0.204287137218064,0.0990856889201521,-0.211662565245936,-0.142857142857143,0.129681973653186,0.595716481289128,0.622782308899934,0.379607141564686,0.907954210973492,2.18743592037464,2.99723074327014,"random"
"Lambda1","random_7",1,0.776974552052622,0.937581177138468,-0.158932435925629,-0.142857142857143,0.0609211806416738,0.791879825806428,0.614138566231306,0.425761376437822,0.789489458316046,2.0098837868914,2.86490061293229,"random"
"Lambda1","random_8",1,0.708195891563667,0.784105378959076,0.157334847100408,-0.142857142857143,0.126149298322376,0.0173287858507973,0.452242710001195,0.511927663174633,0.944880602046047,1.74539349772524,2.17758395964903,"random"
"Lambda1","random_9",1,0.881784775895021,0.865286435085299,-0.104068495041399,-0.142857142857143,0.0789980394393082,0.623420982129549,0.565487846692013,0.582751038221394,0.929796922491232,1.57503343079513,1.89827796412919,"random"
"Lambda1","random_10",1,0.193571047037536,7.33137435857406e-05,-0.228540181493571,-0.142857142857143,0.093007175516656,0.356918919060377,0.564410021712873,0.354247867094974,0.865162964045259,2.29902559816733,3.45774724112795,"random"
"Lambda1","random_11",1,0.713349876240354,0.864051551309422,-0.167604352197646,-0.142857142857143,0.102918404730837,0.809977813403115,0.471675559808527,0.463185625771791,0.929796922491232,1.88576978724234,2.51657019980416,"random"
"Lambda1","random_12",1,1.81628445228821,0.999926686256414,-0.0570531290653244,-0.142857142857143,0.0702171856907057,0.221715097563027,0.567862571072182,0.48666785246663,0.876537605758309,1.81542774527858,2.41543109368294,"random"
"Lambda1","random_13",1,1.24125347079616,0.993024012089819,0.00192872700925847,-0.142857142857143,0.0931808512275437,0.120228383738108,0.499199053709247,0.476537777345935,0.888119290173589,1.84511868854598,2.48909539436493,"random"
"Lambda1","random_14",1,0.701383063749144,0.870015341099158,0.0252939535713429,-0.142857142857143,0.159358008947358,0.291343834180782,0.462285906385654,0.469857181170464,0.949647533064569,1.86523653526607,2.34280442171782,"random"
"Lambda1","random_15",1,0.876981122312381,0.986626124112546,0.10468973567062,-0.142857142857143,0.0813644677037832,0.00234665074473206,0.687042252036821,0.50750757594293,0.880043684352089,1.75725575176606,2.29192199347611,"random"
"Lambda1","random_16",1,0.652559577742997,0.798749140070227,-0.113916180980252,-0.142857142857143,0.122374750304197,0.813048933466859,0.370645794076375,0.455824024360179,0.934482687158547,1.90895789852412,2.53714459226701,"random"
"Lambda1","random_17",1,1.9504255486703,0.999926686256414,-0.029737612159329,-0.142857142857143,0.0712511328299523,0.112372905162318,0.644941835390369,0.602659033896248,0.937820050374921,1.53297430490927,1.80887386066412,"random"
"Lambda1","random_18",1,0.386635063048332,0.759697057320269,0.0834499516060597,-0.142857142857143,0.155467986013797,0.145489183881152,0.380026118454205,0.438845076878489,0.935958002988478,1.96467729378193,2.41942019108476,"random"
"Lambda1","random_19",1,0.864712575035268,0.999926686256414,-0.109071301100488,-0.142857142857143,0.0941798384760749,0.719791456675052,0.452206862076503,0.453673825411104,0.868763178420602,1.91583874710629,2.61081328663512,"random"
"Lambda1","random_20",1,0.206584888829022,0.388612902779219,-0.215723442501953,-0.142857142857143,0.119140564757694,0.540802825594807,0.498141431836448,0.543966132882278,0.936765566906765,1.66397555707,2.07629082807879,"random"
"Lambda1","random_21",1,0.778157390397999,0.637264021133375,-0.095997193228499,-0.142857142857143,0.0663556067635108,0.480067329978354,0.566569911002687,0.373619488444677,0.735962789473465,2.21279545596571,3.31358483451502,"random"
"Lambda1","random_22",1,0.502988824153134,0.602792525517648,-0.0924891134205574,-0.142857142857143,0.135060134868315,0.709200249362902,0.558384756367304,0.426918348819118,0.886631293332651,2.00580256531374,2.6731713106108,"random"
"Lambda1","random_23",1,0.569793484873821,0.755131351495555,-0.0420477463360413,-0.142857142857143,0.132969302584724,0.448366953124951,0.337331167199106,0.431137926874359,0.934482687158547,1.99105742039168,2.60895370104923,"random"
"Lambda1","random_24",1,2.12648256835974,0.999926686256414,0.0676385513562856,-0.142857142857143,0.0874814478865215,0.0161205296861124,0.515484096891101,0.476426571624911,0.888773563646547,1.8454500193227,2.43505230617489,"random"
"Lambda1","random_25",1,0.387722610377571,0.556334065192573,-0.09603664532214,-0.142857142857143,0.113217491364848,0.679207553569083,0.454415206135136,0.524348188807196,0.93348778966336,1.71290169400519,2.16912777374944,"random"
"Lambda1","random_26",1,0.438392034370061,0.499155151005534,-0.0224194610118478,-0.142857142857143,0.13806588365002,0.383033631464766,0.47988902833382,0.427356670597348,0.923304573613579,2.00426071044025,2.69911538550182,"random"
"Lambda1","random_27",1,0.148825956702334,7.33137435857406e-05,-0.216323789085888,-0.142857142857143,0.140584969867545,0.601267785954755,0.461302915865814,0.41676390924269,0.940329665272674,2.04219826714679,2.68811482501933,"random"
"Lambda1","random_28",1,0.670735131589288,0.706160837782766,0.125596231547845,-0.142857142857143,0.143891828437223,0.0620888075318253,0.647225493713059,0.47329033029079,0.930489279728268,1.85484351176224,2.26872582831486,"random"
