"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,1.07621507379742,0.0876018010761859,-0.1019327553022,-0.142857142857143,0.0353323964558773,0.24675464691052,0.50057886283991,0.117786132833699,0.5,4.38475590758277,6.34236501631995,"dispersed"
"Lambda1","clustered",1,0.7356166477507,0.367790415852046,-0.0378237093974851,-0.142857142857143,0.0997661814107835,0.292434513635701,0.4724363479349,0.262926158673443,0.8,2.8164223085237,4.02459474566797,"clustered"
"Lambda1","random_1",1,0.693891773401065,7.33137435857406e-05,-0.127342627468796,-0.142857142857143,0.0699223792428467,0.824405765063966,0.389214086854439,0.191242177168322,0.730296743340221,3.42071077178497,4.93679022926934,"random"
"Lambda1","random_2",1,1.32561492780407,0.999926686256414,-0.0241637112691331,-0.142857142857143,0.0763698906663811,0.120138754869136,0.605477985241092,0.139045993648096,0.75,4.0540774289537,5.6695703528717,"random"
"Lambda1","random_3",1,0.742737111289291,0.763981996170945,-0.0738369036058375,-0.142857142857143,0.126370094840165,0.58494536256592,0.347026405802346,0.156079480988932,0.857142857142857,3.82307503227042,5.14304457159517,"random"
"Lambda1","random_4",1,0.942037647606468,0.763384730580094,0.0256830104218763,-0.142857142857143,0.0756443105780851,0.0258764342971658,0.492993325060533,0.166173692314883,0.730296743340221,3.69819776146596,5.18708631635823,"random"
"Lambda1","random_5",1,0.89883580867131,0.999926686256414,-0.112362350195103,-0.142857142857143,0.0526408028145424,0.562387078332756,0.562094415803524,0.14668450291484,0.730296743340221,3.94712525657589,5.57348723088088,"random"
"Lambda1","random_6",1,1.28273956766704,0.942575208361282,0.0382320300285981,-0.142857142857143,0.081717177369623,0.0266882271949413,0.363270263244864,0.160572957333889,0.714285714285714,3.76645936621855,5.29950542455753,"random"
"Lambda1","random_7",1,0.985150463770006,7.33137435857406e-05,-0.095303974386258,-0.142857142857143,0.0762139594682252,0.532665002578536,0.637463381185758,0.196338244795209,0.833333333333333,3.3693180522504,4.56379637227992,"random"
"Lambda1","random_8",1,0.501100585382422,7.33137435857406e-05,-0.1839208938094,-0.142857142857143,0.0863097800431344,0.634237032135002,0.562905033864481,0.198088659045796,0.75,3.35201998815781,4.96674057649667,"random"
"Lambda1","random_9",1,0.902710057902388,0.684436880582306,-0.101931847634469,-0.142857142857143,0.0520903516220785,0.432066820545357,0.481260338237868,0.156391348595626,0.670820393249937,3.81909074063794,5.49906916797938,"random"
"Lambda1","random_10",1,0.515363754532489,7.33137435857406e-05,-0.196993275892393,-0.142857142857143,0.0784023247799918,0.489885199997852,0.426848900134433,0.18919241673693,0.75,3.44182700996283,5.10631368983812,"random"
"Lambda1","random_11",1,0.492996129899044,7.33137435857406e-05,-0.199028273735849,-0.142857142857143,0.0902341604234997,0.533610477398425,0.369341233000939,0.189804455047421,0.714285714285714,3.43549465900483,4.75423643162753,"random"
"Lambda1","random_12",1,0.803735607521483,7.33137435857406e-05,-0.120634285953499,-0.142857142857143,0.0387667164044768,0.566478285718462,0.534749499295864,0.135748108958972,0.666666666666667,4.10206604293106,5.78749058025622,"random"
"Lambda1","random_13",1,0.853003542500801,0.465948033665304,-0.0747698595899865,-0.142857142857143,0.0891676661419266,0.445113314615325,0.432221735950992,0.157000846722998,0.8,3.81132797047484,5.28101219400385,"random"
"Lambda1","random_14",1,0.437716886206654,7.33137435857406e-05,-0.261901118605609,-0.142857142857143,0.0773450584890511,0.123772954142685,0.379889068506533,0.185330381153373,0.714285714285714,3.48232964157566,4.88350967652631,"random"
"Lambda1","random_15",1,1.48083551936871,0.999926686256414,-0.0252105442499194,-0.142857142857143,0.0706104138267983,0.0956861994825955,0.693651309395474,0.142826625407124,0.75,4.00042728993956,5.73611318580483,"random"
"Lambda1","random_16",1,1.00759279331325,0.749287967080705,-0.0918984283698228,-0.142857142857143,0.0466472639312421,0.274645612457705,0.612818266476305,0.132909165042134,0.617213399848368,4.14429576826539,6.05519053876478,"random"
"Lambda1","random_17",1,0.775358357561265,0.500084528671668,0.0878789036576118,-0.142857142857143,0.137332537948638,0.0929326914879094,0.423592002200415,0.153884913292516,0.857142857142857,3.85134873595658,5.13502080916968,"random"
"Lambda1","random_18",1,0.697645913733141,0.184089763355521,-0.0578079457126248,-0.142857142857143,0.0736428209049795,0.248136366424713,0.564620243597106,0.229174540596534,0.8,3.07193498211677,4.20453301215373,"random"
"Lambda1","random_19",1,1.12458377903228,0.874702612615729,0.0082022294927724,-0.142857142857143,0.0618062217884937,0.0145221917339655,0.359879891681005,0.173683194529243,0.730296743340221,3.61046289485093,5.06024096385542,"random"
"Lambda1","random_20",1,0.862886663239225,0.780731675053572,0.0708623542553986,-0.142857142857143,0.130333956078201,0.1010501478906,0.527058559749261,0.173262747373377,0.833333333333333,3.61526489846543,4.81642334832208,"random"
"Lambda1","random_21",1,0.700533190652791,7.33137435857406e-05,-0.167792726149206,-0.142857142857143,0.0580760674183817,0.667660720076566,0.552550010348326,0.154619894342046,0.8,3.84183314993787,5.29071369523285,"random"
"Lambda1","random_22",1,1.30240632855963,0.999926686256414,0.0891826362376311,-0.142857142857143,0.0865940362713486,0.00737040820812895,0.644442822088438,0.161235835140847,0.730296743340221,3.75824904074141,5.32227543114787,"random"
"Lambda1","random_23",1,1.34301099858969,0.999926686256414,-0.0117912327440191,-0.142857142857143,0.0645835666657333,0.042417533727813,0.630258649981542,0.226671145804445,0.833333333333333,3.09274601681108,4.27866503952884,"random"
"Lambda1","random_24",1,0.858945446897941,0.560541793921878,0.0151566223078828,-0.142857142857143,0.0587535449531748,0.00715733580281142,0.61102481866566,0.140174366297919,0.730296743340221,4.03791488187633,5.58843504414476,"random"
