"Model","Subset","Replicate","K","Lambda","MoransI","MoransI_expected","MoransI_sd","MoransI_p","mpnns","mean_offdiag_cor","max_offdiag_cor","ess_1","ess_2","Subset_Type"
"Lambda1","dispersed",1,0.607048553423589,0.999926686256414,0.375493780530256,-0.032258064516129,0.0531196431406495,1.64313007644523e-14,0.358854513055302,0.597710328508963,0.983417917715141,1.63858707189936,2.23062480856083,"dispersed"
"Lambda1","clustered",1,0.368697737780023,0.999926686256414,0.211511327720415,-0.032258064516129,0.0312082669045433,5.77315972805081e-15,0.532523364960331,0.585956246538077,0.95553499995104,1.66974145706184,2.34786399884314,"clustered"
"Lambda1","random_1",1,0.429331533269381,0.999926686256414,0.276831151421212,-0.032258064516129,0.0593907588193972,1.94695852995252e-07,0.497073907956278,0.585874817421908,0.991023023481174,1.66996141878051,2.27767223038163,"random"
"Lambda1","random_2",1,0.989626204161489,0.999926686256414,0.402847642023798,-0.032258064516129,0.0651241179181008,2.37032615757471e-11,0.496750724103776,0.646914255767679,0.993514789403509,1.51987652277227,1.95974637072001,"random"
"Lambda1","random_3",1,0.131933428093023,0.992390774617403,0.203785044962633,-0.032258064516129,0.069045648277105,0.000629319363967262,0.469944613396887,0.590791807419429,0.993046966611957,1.65678240380554,2.19917813938998,"random"
"Lambda1","random_4",1,0.668895391642203,0.995499894863371,0.358482640805041,-0.032258064516129,0.0594576996264026,4.97297758528248e-11,0.408733848755103,0.642678671311039,0.991194388513492,1.52941455061125,1.99987767228799,"random"
"Lambda1","random_5",1,0.881186451746698,0.988884869048834,0.363477410842101,-0.032258064516129,0.0637546530683574,5.39498890006485e-10,0.435276535141531,0.644507400803366,0.987803261993977,1.52528182570428,2.01228409459371,"random"
"Lambda1","random_6",1,1.19299787001069,0.997207363586023,0.537880041275489,-0.032258064516129,0.0625540035697044,0,0.412548416774017,0.597844269648885,0.993068818974243,1.63823875669979,2.13995157046985,"random"
"Lambda1","random_7",1,0.786570115067233,0.995417488187893,0.332554495076564,-0.032258064516129,0.0631875314603417,7.76463737750532e-09,0.371954228608632,0.612716488679448,0.993229306636981,1.60046324215696,2.10460127727655,"random"
"Lambda1","random_8",1,0.878322681307532,0.900318832088848,0.425894804625611,-0.032258064516129,0.0661668915219338,4.38449276884967e-12,0.436049915617609,0.615397127821953,0.991750490336569,1.59383893887981,2.07546316858703,"random"
"Lambda1","random_9",1,0.727863859091689,0.999926686256414,0.438388903182809,-0.032258064516129,0.0644558035694877,2.8377300509419e-13,0.40659211887818,0.653427873760798,0.993516892005645,1.50543857893617,1.97041372427211,"random"
"Lambda1","random_10",1,0.438481104561472,0.99528330385127,0.399408211198014,-0.032258064516129,0.0693373630740643,4.79734696412493e-10,0.488642204052997,0.568228450793949,0.993378161063341,1.71903621180085,2.3058621821922,"random"
"Lambda1","random_11",1,0.738580442805037,0.956155746668953,0.446938365835361,-0.032258064516129,0.0666957899497066,6.7301719752777e-13,0.464538760513417,0.581648336474858,0.989922619138331,1.68145838331352,2.29809674521653,"random"
"Lambda1","random_12",1,1.06417290757033,0.9990849437165,0.49288949586832,-0.032258064516129,0.0671381992789845,5.10702591327572e-15,0.390358761706087,0.637220267282453,0.993956626767008,1.54188420369472,1.95048991239923,"random"
"Lambda1","random_13",1,1.65226037290162,0.994021648377227,0.333592738789676,-0.032258064516129,0.0680708662494098,7.67708658866439e-08,0.418332554874593,0.61907947914536,0.993765890012081,1.58482813490728,2.11968104915584,"random"
